"","id","lat","lon","sitename","filename","elevation","country","gcmd_location","author","pub_year","title","journal","archive_type","min_age","max_age","proxy","num_record","num_control","url"
"80",80,68.33,18.78,"Njakajaure","Njakajaure.Bigler.2006.lpd",409,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Bigler, Christian; Barnekow, Lena; Heinrichs, Markus L.; Hall, Roland I.",2006,"Holocene environmental history of Lake Vuolep Njakajaure (Abisko National Park, northern Sweden) reconstructed using biological proxy indicators","Vegetation History and Archaeobotany","LakeSediment",111,8855,"diatom",41,13,"www.ncdc.noaa.gov/paleo/study/15444"
"81",81,69.2417,-50.0267,"North Lake","NorthLake.Axford.2013.lpd",190,"North America>Greenland","North America>Greenland","Axford, Yarrow; Losee, Shanna; Briner, Jason P.; Francis, Donna R.; Langdon, Peter G.; Walker, Ian R.",2013,"Holocene temperature history at the western Greenland Ice Sheet margin reconstructed from lake sediments","Quaternary Science Reviews","LakeSediment",-52,7271,NA,0,17,"www.ncdc.noaa.gov/paleo/study/15444"
"82",82,41.6829,-124.932,"ODP_167_1019C","ODP_167_1019C.Barron.2003.lpd",-946,"Pacific Ocean>North Pacific Ocean","Pacific Ocean>North Pacific Ocean","Barron, John A.; Heusser, Linda; Herbert, Timothy; Lyle, Mitch",2003,"High-resolution climatic evolution of coastal northern California during the past 16,000 years","Paleoceanography","MarineSediment",160,14940,"alkenone",116,5,"10.1594/PANGAEA.841946"
"83",83,-11.921,13.4,"ODP_175_1078C","ODP_175_1078C.Kim.2003.lpd",-426,"Atlantic Ocean>South Atlantic Ocean","Atlantic Ocean>South Atlantic Ocean","Kim, Jung-Hyun; Schneider, Ralph R.; Mulitza, Stefan; M _ller, Peter J.",2003,"Reconstruction of SE trade-wind intensity based on sea-surface temperature gradients in the southeast Atlantic over the last 25 kyr","Geophysical Research Letters","MarineSediment",20,24740,"alkenone",103,5,"www.ncdc.noaa.gov/paleo/study/22400"
"84",84,-64.8619,-64.208,"ODP_178_1098B","ODP_178_1098B.Shevenell.2011.lpd",-1010,"Southern Ocean","Southern Ocean","Shevenell, A. E.; Ingalls, A. E.; Domack, E. W.; Kelly, C.",2011,"Holocene Southern Ocean surface temperature variability west of the Antarctic Peninsula","Nature","MarineSediment",79.55,11768.52,"GDGT",125,5,"10.1594/PANGAEA.769707"
"85",85,73.683,-162.66,"P1B3","P1B3.deVernal.2005.lpd",-201,"Arctic Ocean","Arctic Ocean","de Vernal, Anne; Hillaire-Marcel, Claude; Darby, Dennis A.",2005,"Variability of sea ice cover in the Chukchi Sea (western Arctic Ocean) during the Holocene","Paleoceanography","MarineSediment",125.61,9626,"dinocyst",72,13,"www.ncdc.noaa.gov/paleo/study/15444"
"86",86,61,-47.75,"Qipisarqo","Qipisarqo.Frechette.2009.lpd",7,"North America>Greenland","North America>Greenland","Kaplan, Michael R.; Wolfe, Alexander P.; Miller, Gifford H.",2002,"Holocene environmental variability in southern Greenland inferred from lake sediments","Quaternary Research","LakeSediment",8,8634,"pollen",50,17,"www.ncdc.noaa.gov/paleo/study/15444"
"87",87,64.206,-145.814,"Quartz","Quartz.Wooller.2012.lpd",293,"North America>United States Of America>Alaska","North America>United States Of America>Alaska","Wooller, Matthew J.; Kurek, Joshua; Gaglioti, Benjamin V.; Cwynar, Les C.; Bigelow, Nancy; Reuther, Joshua D.; Gelvin-Reymiller, Carol; Smol, John P.",2012,"An \textbackslashtextbackslashtextasciitilde11,200 year paleolimnological perspective for emerging archaeological findings at Quartz Lake, Alaska","Journal of Paleolimnology","LakeSediment",777,10949,"chironomid",49,13,"www.ncdc.noaa.gov/paleo/study/15444"
"88",88,60.7167,-150.8,"Rainbow","rainbow.Clegg.2011.lpd",63,"North America>United States Of America>Alaska","North America>United States Of America>Alaska","Clegg, B. F.; Kelly, R.; Clarke, G. H.; Walker, I. R.; Hu, F. S.",2011,"Nonlinear response of summer temperature to Holocene insolation forcing in Alaska","Proceedings of the National Academy of Sciences","LakeSediment",-54,13505.544,"chironomid",46,13,"www.ncdc.noaa.gov/paleo/study/15444"
"89",89,67.15,-153.65,"Ranger","Ranger.Brubaker.1983.lpd",820,"North America>United States Of America>Alaska","North America>United States Of America>Alaska","Brubaker, Linda B.; Garfinkel, Harriet L.; Edwards, Mary E.",1983,"A Late Wisconsin and Holocene vegetation history from the central Brooks Range: Implications for Alaskan palaeoecology","Quaternary Research","LakeSediment",0,35525,"pollen",60,13,"www.ncdc.noaa.gov/paleo/study/15444"
"90",90,62.27,9.83,"Ratasjoen","Ratasjoen.Velle.2005.lpd",1169,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Velle, Gaute; Brooks, Stephen J.; Birks, H.J.B.; Willassen, Endre",2005,"Chironomids as a tool for inferring Holocene climate: An assessment based on six sites in southern Scandinavia","Quaternary Science Reviews","LakeSediment",-49,11620.88,"chironomid",76,13,"www.ncdc.noaa.gov/paleo/study/15444"
"91",91,-1.3366,-11.9,"RC24_08GC","RC24_08GC.Arbuszewski.2013.lpd",-3882,"Atlantic Ocean>South Atlantic Ocean","Atlantic Ocean>South Atlantic Ocean","Arbuszewski, Jennifer A.; deMenocal, Peter B.; ClAÂ©roux, Caroline; Bradtmiller, Louisa; Mix, Alan",2013,"Meridional shifts of the Atlantic Intertropical Convergence Zone since the Last Glacial Maximum","Nature Geoscience","MarineSediment",3715,23421,"Mg/Ca",46,5,"www.ncdc.noaa.gov/paleo/study/16380"
"92",92,17.993,57.59,"RC27_23","RC27_23.Overpeck.1996.lpd",-1078,"Indian Ocean>Arabian Sea","Indian Ocean>Arabian Sea","Overpeck, Jonathan; Anderson, David; Trumbore, Susan; Prell, Warren",1996,"The southwest Indian Monsoon over the last 18 000 years","Climate Dynamics","MarineSediment",0,19855,"d18O",45,5,"www.ncdc.noaa.gov/paleo/study/10495"
"93",93,17.903,57.59,"RC27_28","RC27_28.Overpeck.1996.lpd",-268,"Indian Ocean>Arabian Sea","Indian Ocean>Arabian Sea","Overpeck, Jonathan; Anderson, David; Trumbore, Susan; Prell, Warren",1996,"The southwest Indian Monsoon over the last 18 000 years","Climate Dynamics","MarineSediment",4906,13820,"d18O",51,5,"www.ncdc.noaa.gov/paleo/study/10495"
"94",94,-4.4939,145.6703,"RR1313_23PC","RR1313_23PC.MoffaSanchez.2019.lpd",-712,"Pacific Ocean>South Pacific Ocean","Pacific Ocean>South Pacific Ocean","Moffa Sanchez, Paola; Rosenthal, Yair; Babila, Tali L.; Mohtadi, Mahyar; Zhang, Xu",2019,"Temperature evolution of the Indo Pacific Warm Pool over the Holocene and the last deglaciation","Paleoceanography and Paleoclimatology","MarineSediment",1280,16186,"Mg/Ca",120,13,"10.1594/PANGAEA.902660"
"95",95,59.17,24.43,"Ruila","Ruila.Seppa.2004.lpd",43,"Europe>Northern Europe>Estonia","Europe>Northern Europe>Estonia","Seppa, Heikki; Poska, Anneli",2004,"Holocene annual mean temperature changes in Estonia and their relationship to solar insolation and atmospheric circulation patterns","Quaternary Research","LakeSediment",0,10012.5,"pollen",35,13,"www.ncdc.noaa.gov/paleo/study/15444"
"96",96,59.8917,-104.2083,"s53s52","s53s52.KaislahtiTillman.2010.lpd",394.5,"North America>Canada>Saskatchewan","North America>Canada>Saskatchewan","Kaislahti Tillman, P _ivi; Holzk _mper, Steffen; Kuhry, Peter; Sannel, A. Britta K.; Loader, Neil J.; Robertson, Iain",2010,"Long-term climate variability in continental subarctic Canada: A 6200-year record derived from stable isotopes in peat","Palaeogeography, Palaeoclimatology, Palaeoecology","Peat",-40,6171.296,"d13C",37,15,"www.ncdc.noaa.gov/paleo/study/15444"
"97",97,67.0833,-50.2833,"sfl4-1","Sfl4-1.Willemse.1999.lpd",247,"North America>Greenland","North America>Greenland","Willemse, Nico W.; TÌ¦rnqvist, TorbjÌ¦rn E.",1999,"Holocene century-scale temperature variability from West Greenland lake records","Geology","LakeSediment",12,7400,NA,0,13,"www.ncdc.noaa.gov/paleo/study/15444"
"98",98,67.37,18.07,"Sjuuodjijaure","sjuuodjijaure.Rosen.2001.lpd",826,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Peter Rosen; Ulf Segerstroem; Lars Eriksson; Ingemar Renberg",2003,"Do diatom, chironomid, and pollen records consistently infer Holocene July air temperature? A comparison using sediment cores from four alpine lakes in northern Sweden","Arctic, Antarctic, and Alpine Research","LakeSediment",0,9359.764,"pollen",53,17,"www.ncdc.noaa.gov/paleo/study/15444"
"99",99,12.486,74.133,"SN-6","SN-6.Tiwari.2015.lpd",-589,"Indian Ocean","Indian Ocean","Tiwari, Manish; Nagoji, Siddhesh S; Ganeshram, Raja S",2015,"Multi-centennial scale SST and Indian summer monsoon precipitation variability since the mid-Holocene and its nonlinear response to solar activity","The Holocene","MarineSediment",154.21,4772.19,"Mg/Ca",36,20,"www.ncdc.noaa.gov/paleo/study/18919"
"100",100,14.321,57.347,"SO42_74KL","SO42_74KL.Huguet.2006.lpd",-3212,"Indian; Arabian Sea","Indian; Arabian Sea","Sirocko, F",2000,"Processes controlling trace element geochemistry of Arabian Sea sediments during the last 25,000 years","Global and Planetary Change","MarineSediment",210,11280,"alkenone",41,12,"10.1594/PANGAEA.52389,10.1594/PANGAEA.438818,10.1594/PANGAEA.51953,10.1594/PANGAEA.52396"
"101",101,68.55,-83.29,"SP02","SP02.Adams.2010.lpd",220,"North America>Canada>Nunavut","North America>Canada>Nunavut","Adams, Jennifer K.; Finkelstein, Sarah A.",2010,"Watershed-scale reconstruction of middle and late Holocene paleoenvironmental changes on Melville Peninsula, Nunavut, Canada","Quaternary Science Reviews","LakeSediment",-53.4,8080,NA,0,13,"www.ncdc.noaa.gov/paleo/study/15444"
"102",102,34.953,128.881,"SSDP_102","SSDP_102.Kim.2004.lpd",-40,"Pacific Ocean>North Pacific Ocean>Sea Of Japan","Pacific Ocean>North Pacific Ocean>Sea Of Japan","Kim, Jung-Hyun; Rimbu, Norel; Lorenz, Stephan J.; Lohmann, Gerrit; Nam, Seung-Il; Schouten, Stefan; R _hlemann, Carsten; Schneider, Ralph R.",2004,"North Pacific and North Atlantic sea-surface temperature variability during the Holocene","Quaternary Science Reviews","MarineSediment",10,6880,"alkenone",113,5,"10.1594/PANGAEA.438838"
"103",103,62.05,-6.59,"Starvatn","Starvatn.Andresen.2008.lpd",94,"Atlantic Ocean>North Atlantic Ocean","Atlantic Ocean>North Atlantic Ocean","Andresen, Camilla S.; BjÌ¦rck, Svante; Rundgren, Mats; Conley, Daniel J.; Jessen, Catherine",2008,"Rapid Holocene climate changes in the North Atlantic: Evidence from lake sediments from the Faroe Islands","Boreas","LakeSediment",1521.231,11077.143,NA,0,13,"www.ncdc.noaa.gov/paleo/study/15444"
"104",104,37.767,-10.183,"SU81_18","SU81_18.Bard.2000.lpd",-3155,"Atlantic Ocean>North Atlantic Ocean","Atlantic Ocean>North Atlantic Ocean","Bard, E.",2000,"Hydrological impact of Heinrich events in the subtropical northeast Atlantic","Science","MarineSediment",400,31439,"alkenone",114,5,"10.1594/PANGAEA.788454"
"105",105,74.957,13.899,"SV04","SV04.Rigual-Hernndez.2017.lpd",-1839,"Atlantic Ocean>North Atlantic Ocean>Norwegian Sea","Atlantic Ocean>North Atlantic Ocean>Norwegian Sea","Rigual-Hern  ndez, A.S.; Colmenero-Hidalgo, E.; Martrat, B.; B  rcena, M.A.; de Vernal, A.; Sierro, F.J.; Flores, J.A.; Grimalt, J.O.; Henry, M.; Lucchi, R.G.",2017,"Svalbard ice-sheet decay after the Last Glacial Maximum: New insights from micropalaeontological and organic biomarker paleoceanographical reconstructions","Palaeogeography, Palaeoclimatology, Palaeoecology","MarineSediment",726,10486,"alkenone",63,5,"10.1594/PANGAEA.871901"
"106",106,66.44,14.05,"Svanavatnet","Svanavatnet.Bjune.2008.lpd",243,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Bjune, Anne E.; Birks, H. J. B.",2008,"Holocene vegetation dynamics and inferred climate changes at SvanÌ´vatnet, Mo i Rana, northern Norway","Boreas","LakeSediment",-17.56,8750.308,"pollen",82,17,"this compilation"
"107",107,63.35,9.55,"Svartvatnet-Norway","Svartvatnet-Norway.Seppa.2009.lpd",183,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,"Last nine-thousand years of temperature variability in northern Europe","Climate of the Past","LakeSediment",-37,8938,"pollen",50,13,"www.ncdc.noaa.gov/paleo/study/15444"
"108",108,63.05,9.42,"Tiavatnet","Tiavatnet.Seppa.2009.lpd",464,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,"Last nine-thousand years of temperature variability in northern Europe","Climate of the Past","LakeSediment",-50,8988,"pollen",75,13,"www.ncdc.noaa.gov/paleo/study/15444"
"109",109,68.33,18.7,"Tibetanus","Tibetanus.Hammarlund.2002.lpd",560,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Hammarlund, Dan; Barnekow, Lena; Birks, H. J.B.; Buchardt, Bj  rn; Edwards, Thomas W.D.",2002,"Holocene changes in atmospheric circulation recorded in the oxygen-isotope stratigraphy of lacustrine carbonates from northern Sweden","The Holocene","LakeSediment",39.4,10237.5,"pollen",45,13,"www.ncdc.noaa.gov/paleo/study/15444"
"110",110,-3.6187,-83.9707,"TR163_31","TR163_31.Dubois.2009.lpd",-3205,"Pacific Ocean>South Pacific Ocean","Pacific Ocean>South Pacific Ocean","Dubois, Nathalie; Kienast, Markus; Normandeau, Claire; Herbert, Timothy D.",2009,"Eastern equatorial Pacific cold tongue during the Last Glacial Maximum as seen from alkenone paleothermometry","Paleoceanography","MarineSediment",5440,24700,"alkenone",46,5,"www.ncdc.noaa.gov/paleo/study/12195"
"111",111,60.72,7,"Trettetjorn","Trettetjorn.Bjune.2005.lpd",810,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Bjune, Anne Elisabeth; Bakke, Jostein; Nesje, Atle; Birks, H. J.B.",2005,"Holocene mean July temperature and winter precipitation in western Norway inferred from palynological and glaciological lake-sediment proxies","The Holocene","LakeSediment",-52,8526.963,"pollen",53,13,"www.ncdc.noaa.gov/paleo/study/15444"
"112",112,68.828,-138.75,"Trout","Trout.Irvine.2012.lpd",150,"North America>Canada>Yukon Territory","North America>Canada>Yukon Territory","Irvine, Fonya; Cwynar, Les C.; Vermaire, Jesse C.; Rees, Andrew B. H.",2012,"Midge-inferred temperature reconstructions and vegetation change over the last \textbackslashtextbackslashtextasciitilde15,000 years from Trout Lake, northern Yukon Territory, eastern Beringia","Journal of Paleolimnology","LakeSediment",1783.99,15424.5,NA,67,14,"www.ncdc.noaa.gov/paleo/study/15444"
"113",113,68.41,22.05,"Tsuolbmajavri","Tsuolbmajavri.Korhola.2002.lpd",526,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Korhola, A.; Vasko,K.; Toivonen, H.; Olander, H.",2002,"Holocene temperature changes in northern Fennoscandia reconstructed from chironomids using Bayesian modelling","Quaternary Science Reviews","LakeSediment",0,10719.315,"diatom",146,17,"www.ncdc.noaa.gov/paleo/study/15444"
"114",114,36.2052,-4.3122,"TTR17 434G","TTR17_434G.Rodrigo-Gamiz.2014.lpd",-1108,"Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea","Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea","Rodrigo-G  miz, M.; Mart _nez-Ruiz, F.; Rampen, S. W.; Schouten, S.; Sinninghe DamstÌ©, J. S.",2014,"Sea surface temperature variations in the western Mediterranean Sea over the last 20 kyr: A dual-organic proxy (U K  _ 37 and LDI) approach","Paleoceanography","MarineSediment",NA,NA,"long chain diol",92,8,"10.1594/PANGAEA.826066"
"115",115,61.07,-138.09,"Upper Fly","UpperFly.Bunbury.2009.lpd",1326,"North America>Canada>Yukon Territory","North America>Canada>Yukon Territory","Bunbury, Joan; Gajewski, Konrad",2009,"Postglacial climates inferred from a lake at treeline, southwest Yukon Territory, Canada","Quaternary Science Reviews","LakeSediment",0,13416.792,"pollen",66,17,"www.ncdc.noaa.gov/paleo/study/15444"
"116",116,68.227,14.063,"Vikjordvatnet","vikjordvatnet.Balascio.2012.lpd",23,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Balascio, Nicholas L.; Bradley, Raymond S.",2012,"Evaluating Holocene climate change in northern Norway using sediment records from two contrasting lake systems","Journal of Paleolimnology","LakeSediment",355,11643,NA,0,13,"www.ncdc.noaa.gov/paleo/study/15444"
"117",117,11.933,-78.683,"VM28_122","VM28_122.Schmidt.2004.lpd",-3623,"Atlantic Ocean>North Atlantic Ocean>Caribbean Sea","Atlantic Ocean>North Atlantic Ocean>Caribbean Sea","Schmidt, Matthew W.; Spero, Howard J.; Lea, David W.",2004,"Links between salinity variation in the Caribbean and North Atlantic thermohaline circulation","Nature","MarineSediment",3130,41040,"Mg/Ca",93,5,"www.ncdc.noaa.gov/paleo/study/2602"
"118",118,68.33,19.1,"Vuoskkujavri","vuoskkujavri.Bigler.2002.lpd",348,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Larocque, I",2004,"Holocene temperature estimates and chironomid community composition in the Abisko Valley, northern Sweden","Quaternary Science Reviews","LakeSediment",0,10200,"chironomid",60,17,"www.ncdc.noaa.gov/paleo-search/study/15444"
"119",119,-79.4676,-112.08,"WAIS Divide","WAISDivide.Cuffey.2016.lpd",1806,"Antarctica","Antarctica","Cuffey, Kurt M.; Clow, Gary D.; Steig, Eric J.; Buizert, Christo; Fudge, T. J.; Koutnik, Michelle; Waddington, Edwin D.; Alley, Richard B.; Severinghaus, Jeffrey P.",2016,"Deglacial temperature history of West Antarctica","Proceedings of the National Academy of Sciences","GlacierIce",-56,67770.5,"hybrid-ice",39117,NA,"www.usap-dc.org/view/dataset/600377"
"120",120,-10.1538,51.0128,"WIND28K","WIND28K.Kiefer.2006.lpd",-4157,"Indian Ocean","Indian Ocean","Kiefer, Thorsten; McCave, I. Nick; Elderfield, Henry",2006,"Antarctic control on tropical Indian Ocean sea surface temperature and hydrography","Geophysical Research Letters","MarineSediment",4330,67530,"Mg/Ca",100,5,"10.1594/PANGAEA.610271"
"121",121,69.07,36.07,"Yarnyshnoe","Yarnyshnoe.Seppa.2008.lpd",54,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Sepp _, Heikki; MacDonald, Glen M.; Birks, H. John B.; Gervais, Bruce R.; Snyder, Jeffrey A.",2008,"Late-Quaternary summer temperature changes in the northern-European tree-line region","Quaternary Research","LakeSediment",1197.86,12484.02,"pollen",56,13,"www.ncdc.noaa.gov/paleo/study/15444"
